U0	U1	1.0
U30	U32	1.0
U30	U33	1.0
U30	U34	1.0
U30	U35	1.0
U30	U36	1.0
U30	U37	1.0
U30	U38	1.0
U30	U39	1.0
U30	U40	1.0
U30	U41	1.0
U30	U42	1.0
U31	U32	1.0
U31	U34	1.0
U31	U35	1.0
U31	U37	1.0
U31	U38	1.0
U31	U39	1.0
U31	U46	1.0
U31	U49	1.0
U32	U33	1.0
U32	U34	1.0
U32	U35	1.0
U32	U36	1.0
U32	U38	1.0
U32	U39	1.0
U32	U40	1.0
U32	U41	1.0
U32	U42	1.0
U32	U43	1.0
U32	U44	1.0
U32	U45	1.0
U32	U48	1.0
U32	U120	1.0
U32	U149	1.0
U32	U150	1.0
U33	U34	1.0
U33	U35	1.0
U33	U36	1.0
U33	U38	1.0
U33	U39	1.0
U33	U40	1.0
U33	U42	1.0
U33	U46	1.0
U34	U35	1.0
U34	U36	1.0
U34	U37	1.0
U34	U40	1.0
U34	U41	1.0
U34	U43	1.0
U34	U45	1.0
U34	U46	1.0
U34	U50	1.0
U34	U120	1.0
U34	U149	1.0
U34	U151	1.0
U34	U152	1.0
U34	U153	1.0
U34	U154	1.0
U34	U155	1.0
U34	U156	1.0
U34	U157	1.0
U35	U36	1.0
U35	U37	1.0
U35	U40	1.0
U35	U41	1.0
U35	U43	1.0
U35	U44	1.0
U35	U45	1.0
U35	U46	1.0
U35	U47	1.0
U35	U50	1.0
U35	U120	1.0
U35	U121	1.0
U35	U149	1.0
U35	U150	1.0
U35	U151	1.0
U35	U152	1.0
U35	U153	1.0
U35	U154	1.0
U35	U155	1.0
U35	U156	1.0
U35	U157	1.0
U35	U158	1.0
U35	U159	1.0
U35	U160	1.0
U36	U39	1.0
U36	U42	1.0
U36	U43	1.0
U36	U47	1.0
U36	U48	1.0
U36	U64	1.0
U37	U38	1.0
U37	U40	1.0
U37	U42	1.0
U38	U44	1.0
U38	U46	1.0
U38	U80	1.0
U38	U141	1.0
U38	U183	1.0
U38	U212	1.0
U38	U218	1.0
U38	U221	1.0
U38	U228	1.0
U38	U250	1.0
U38	U259	1.0
U38	U260	1.0
U39	U40	1.0
U39	U41	1.0
U39	U43	1.0
U39	U44	1.0
U39	U45	1.0
U39	U46	1.0
U39	U47	1.0
U39	U50	1.0
U39	U120	1.0
U39	U149	1.0
U39	U151	1.0
U39	U152	1.0
U39	U153	1.0
U39	U155	1.0
U39	U156	1.0
U39	U157	1.0
U39	U160	1.0
U40	U42	1.0
U40	U44	1.0
U40	U46	1.0
U40	U49	1.0
U40	U246	1.0
U41	U42	1.0
U41	U47	1.0
U41	U151	1.0
U42	U43	1.0
U42	U44	1.0
U42	U45	1.0
U42	U46	1.0
U42	U47	1.0
U42	U50	1.0
U42	U120	1.0
U42	U149	1.0
U42	U150	1.0
U42	U153	1.0
U42	U155	1.0
U42	U156	1.0
U42	U157	1.0
U42	U158	1.0
U42	U159	1.0
U42	U160	1.0
U43	U44	1.0
U43	U45	1.0
U43	U46	1.0
U43	U47	1.0
U43	U48	1.0
U44	U46	1.0
U44	U49	1.0
U44	U64	1.0
U44	U165	1.0
U45	U48	1.0
U45	U49	1.0
U45	U64	1.0
U46	U120	1.0
U48	U152	1.0
U48	U154	1.0
U48	U155	1.0
U48	U158	1.0
U49	U121	1.0
U49	U149	1.0
U49	U158	1.0
U51	U52	1.0
U51	U53	1.0
U51	U54	1.0
U51	U55	1.0
U51	U56	1.0
U52	U95	1.0
U52	U96	1.0
U52	U97	1.0
U52	U98	1.0
U53	U56	1.0
U53	U79	1.0
U53	U95	1.0
U53	U125	1.0
U53	U126	1.0
U53	U127	1.0
U53	U128	1.0
U53	U129	1.0
U53	U130	1.0
U53	U131	1.0
U54	U287	1.0
U57	U58	1.0
U57	U59	1.0
U57	U60	1.0
U58	U62	1.0
U58	U63	1.0
U58	U64	1.0
U58	U65	1.0
U58	U66	1.0
U58	U67	1.0
U58	U68	1.0
U58	U69	1.0
U58	U70	1.0
U58	U71	1.0
U58	U72	1.0
U58	U73	1.0
U58	U74	1.0
U58	U75	1.0
U58	U76	1.0
U59	U63	1.0
U59	U68	1.0
U59	U69	1.0
U59	U73	1.0
U60	U62	1.0
U60	U65	1.0
U60	U67	1.0
U60	U68	1.0
U60	U69	1.0
U60	U73	1.0
U60	U74	1.0
U60	U280	1.0
U60	U289	1.0
U63	U104	1.0
U63	U164	1.0
U64	U149	1.0
U64	U172	1.0
U65	U104	1.0
U65	U164	1.0
U66	U95	1.0
U66	U96	1.0
U66	U104	1.0
U66	U164	1.0
U66	U208	1.0
U68	U96	1.0
U68	U138	1.0
U68	U140	1.0
U68	U208	1.0
U68	U209	1.0
U68	U268	1.0
U69	U104	1.0
U69	U256	1.0
U73	U213	1.0
U73	U256	1.0
U74	U100	1.0
U74	U104	1.0
U74	U172	1.0
U74	U173	1.0
U75	U164	1.0
U76	U106	1.0
U76	U164	1.0
U78	U79	1.0
U79	U95	1.0
U79	U126	1.0
U79	U128	1.0
U80	U81	1.0
U80	U82	1.0
U80	U83	1.0
U81	U82	1.0
U81	U119	1.0
U82	U110	1.0
U84	U85	1.0
U85	U93	1.0
U85	U174	1.0
U85	U175	1.0
U86	U87	1.0
U87	U88	1.0
U87	U111	1.0
U87	U146	1.0
U87	U207	1.0
U87	U234	1.0
U87	U292	1.0
U87	U293	1.0
U87	U294	1.0
U89	U90	1.0
U89	U91	1.0
U89	U92	1.0
U90	U94	1.0
U93	U94	1.0
U94	U176	1.0
U94	U177	1.0
U95	U111	1.0
U95	U113	1.0
U95	U115	1.0
U95	U116	1.0
U96	U209	1.0
U96	U219	1.0
U96	U231	1.0
U96	U248	1.0
U97	U224	1.0
U97	U225	1.0
U97	U226	1.0
U97	U251	1.0
U97	U280	1.0
U98	U143	1.0
U98	U224	1.0
U98	U225	1.0
U98	U226	1.0
U98	U248	1.0
U100	U101	1.0
U100	U102	1.0
U100	U103	1.0
U104	U105	1.0
U107	U108	1.0
U108	U162	1.0
U108	U178	1.0
U108	U214	1.0
U108	U215	1.0
U108	U216	1.0
U111	U112	1.0
U112	U234	1.0
U113	U129	1.0
U115	U116	1.0
U119	U124	1.0
U121	U122	1.0
U128	U227	1.0
U130	U270	1.0
U130	U285	1.0
U132	U133	1.0
U132	U134	1.0
U132	U135	1.0
U132	U136	1.0
U132	U137	1.0
U136	U256	1.0
U138	U139	1.0
U139	U232	1.0
U139	U240	1.0
U139	U258	1.0
U142	U143	1.0
U143	U170	1.0
U143	U247	1.0
U144	U145	1.0
U145	U211	1.0
U145	U230	1.0
U145	U239	1.0
U145	U271	1.0
U146	U147	1.0
U146	U148	1.0
U147	U161	1.0
U155	U243	1.0
U155	U244	1.0
U155	U245	1.0
U155	U246	1.0
U158	U244	1.0
U158	U246	1.0
U159	U245	1.0
U163	U164	1.0
U164	U272	1.0
U164	U276	1.0
U164	U286	1.0
U164	U288	1.0
U166	U167	1.0
U166	U168	1.0
U166	U169	1.0
U167	U168	1.0
U167	U176	1.0
U167	U177	1.0
U170	U171	1.0
U174	U295	1.0
U174	U296	1.0
U176	U229	1.0
U176	U283	1.0
U176	U284	1.0
U177	U290	1.0
U178	U179	1.0
U178	U180	1.0
U178	U181	1.0
U178	U182	1.0
U178	U183	1.0
U178	U184	1.0
U179	U236	1.0
U180	U236	1.0
U183	U221	1.0
U187	U213	1.0
U208	U209	1.0
U208	U210	1.0
U210	U269	1.0
U213	U266	1.0
U220	U221	1.0
U223	U224	1.0
U223	U225	1.0
U223	U226	1.0
U224	U257	1.0
U225	U257	1.0
U225	U280	1.0
U226	U257	1.0
U226	U280	1.0
U239	U240	1.0
U251	U252	1.0
U251	U253	1.0
U251	U254	1.0
U252	U253	1.0
U252	U262	1.0
U255	U256	1.0
U259	U261	1.0
U262	U263	1.0
